연번,시도,시군구,업태,주메뉴,업소명,주소,최초 지정일자
1,강원특별자치도,춘천시,한식,"순두부찌개, 닭갈비",(주)원일유통 춘천(상)휴게소,강원특별자치도 춘천시 동내면 영서로 1432,2007-06-01
2,강원특별자치도,춘천시,한식,장어요리,(주)춘천장어마을,"강원특별자치도 춘천시 구마니1길 36-11, 1층 (삼천동)",2021-10-18
3,강원특별자치도,춘천시,한식,"닭갈비,막국수",9우미닭갈비만천점,"강원특별자치도 춘천시 동면 만천로143번길 46-4, 1층",2015-11-23
4,강원특별자치도,춘천시,한식,설렁탕,감미옥설렁탕,"강원특별자치도 춘천시 춘천로 217, 1층 (효자동)",2007-06-01
5,강원특별자치도,춘천시,한식,한우전문점,강원한우타운,"강원특별자치도 춘천시 지석로 11, 별관동 3층 (퇴계동, 춘천축산농협하이록한우타운)",2011-12-01
6,강원특별자치도,춘천시,한식,"막국수,편육",강촌막국수,강원특별자치도 춘천시 남산면 강촌로 62-1,2017-12-06
7,강원특별자치도,춘천시,한식,생선구이,고미고미,"강원특별자치도 춘천시 근화길15번길 17, 1층 (근화동)",2022-10-26
8,강원특별자치도,춘천시,한식,"삼겹살, 목살",고반식당춘천거두점,강원특별자치도 춘천시 동내면 춘천순환로 114,2022-10-26
9,강원특별자치도,춘천시,한식,한정식,곰배령,"강원특별자치도 춘천시 춘천로 19, 1층 (온의동)",2011-12-01
10,강원특별자치도,춘천시,한식,갈비,공지천왕갈비,강원특별자치도 춘천시 효자로 5 (퇴계동),2014-12-09
11,강원특별자치도,춘천시,한식,"생삼겹살, 생갈매기살",구울래머글래,"강원특별자치도 춘천시 대양당길9번길 15, 1층 (후평동)",2022-10-26
12,강원특별자치도,춘천시,한식,숯불갈비,귀품찬곽만근숯불갈비(춘천점),강원특별자치도 춘천시 동내면 춘천순환로 65,2011-12-01
13,강원특별자치도,춘천시,한식,"유황오리백숙,우거지해장국",그랑셰프(클럽하우스),강원특별자치도 춘천시 남산면 북한강변길 688,2007-06-01
14,강원특별자치도,춘천시,한식,"닭갈비,막국수",금병산숯불철판닭갈비,강원특별자치도 춘천시 신동면 금병의숙길 6 (1리),2015-11-23
15,강원특별자치도,춘천시,한식,"막국수, 돼지곰탕",금옥,"강원특별자치도 춘천시 동면 금옥길 289-27, 1층",2023-10-30
16,강원특별자치도,춘천시,한식,"닭갈비, 막국수",꼬꼬메이플가든,"강원특별자치도 춘천시 동내면 동내로 195, 1,2층",2016-11-28
17,강원특별자치도,춘천시,한식,"오리, 닭백숙",나능이능이버섯백숙만천점,강원특별자치도 춘천시 동면 만천로 94,2019-10-31
18,강원특별자치도,춘천시,한식,능이버섯백숙,나능이능이버섯백숙춘천점,"강원특별자치도 춘천시 우묵길78번길 7, 1층 (퇴계동, 좌측)",2014-12-09
19,강원특별자치도,춘천시,한식,닭갈비,남춘천명물닭갈비,강원특별자치도 춘천시 충혼길5번길 3 (퇴계동),2012-11-29
20,강원특별자치도,춘천시,한식,바닷가재,뉴욕바닷가재,강원특별자치도 춘천시 동내면 대룡산길 19-11,2014-12-09
21,강원특별자치도,춘천시,한식,닭갈비,대웅닭갈비막국수,강원특별자치도 춘천시 동면 금옥길 5,2007-06-01
22,강원특별자치도,춘천시,한식,뷔페,더클래식,강원특별자치도 춘천시 동내면 공지로 76,2014-12-09
23,강원특별자치도,춘천시,한식,"등심,갈비탕",동광한우프라자,강원특별자치도 춘천시 춘천로170번길 5 (운교동),2014-12-09
24,강원특별자치도,춘천시,한식,"막국수, 족발",동해막국수퇴계점,강원특별자치도 춘천시 퇴계로 23 (퇴계동),2016-11-28
25,강원특별자치도,춘천시,한식,"돼지갈비, 삼겹살",돼지한마리(후평점),"강원특별자치도 춘천시 후석로326번길 12, 2층 (후평동)",2016-11-28
26,강원특별자치도,춘천시,한식,샤브칼국수,등촌 샤브 칼국수,"강원특별자치도 춘천시 금강로 32-1 (소양로3가, 169-2,180-1,180-2)",2007-06-01
27,강원특별자치도,춘천시,한식,"등심,정육",뚜레,"강원특별자치도 춘천시 동내면 순환대로 643, 가동 1,2층",2020-11-02
28,강원특별자치도,춘천시,한식,"막국수, 편육",메바우명가춘천막국수,"강원특별자치도 춘천시 당간지주길 76, 1층 (근화동)",2016-11-28
29,강원특별자치도,춘천시,한식,막국수,명가막국수,강원특별자치도 춘천시 신북읍 상천3길 8,2007-06-01
30,강원특별자치도,춘천시,한식,닭갈비,명동명물닭갈비,"강원특별자치도 춘천시 금강로62번길 8, 1층 (조양동)",2007-06-01
31,강원특별자치도,춘천시,한식,닭갈비,명동산골닭갈비,"강원특별자치도 춘천시 금강로62번길 7, 1,2층 (조양동)",2020-11-02
32,강원특별자치도,춘천시,한식,"닭갈비,막국수",명동일번지닭갈비,"강원특별자치도 춘천시 금강로62번길 7 (조양동, 외8필지)",2007-06-01
33,강원특별자치도,춘천시,한식,스테이크,미수라,강원특별자치도 춘천시 세실로208번길 4 (후평동),2019-10-31
34,강원특별자치도,춘천시,한식,"막국수,편육",별당막국수,"강원특별자치도 춘천시 춘천로81번길 15, 1층 (약사동)",2007-06-01
35,강원특별자치도,춘천시,한식,칼국수,보영이네해물칼국수만천리점,강원특별자치도 춘천시 동면 만천로 145,2020-11-02
36,강원특별자치도,춘천시,한식,"막국수,편육,빈대떡",본관남부막국수,"강원특별자치도 춘천시 춘천로81번길 16, 1,2층 (약사동)",2014-12-09
37,강원특별자치도,춘천시,한식,한정식,봄담은산채,"강원특별자치도 춘천시 선들길 38, 1층 (삼천동)",2013-12-03
38,강원특별자치도,춘천시,한식,"갈비,갈비탕",봉운장,강원특별자치도 춘천시 소양고개길 26 (소양로3가),2007-06-01
39,강원특별자치도,춘천시,한식,막국수,봉의산막국수,"강원특별자치도 춘천시 후석로 447-2, 1층 (후평동)",2017-12-06
40,강원특별자치도,춘천시,한식,막국수,부안막국수,강원특별자치도 춘천시 후석로344번길 7 (후평동),2007-06-01
41,강원특별자치도,춘천시,한식,"소갈비살, 삼겹살",부안옥,"강원특별자치도 춘천시 보안길 58, 1층 (후평동)",2015-11-23
42,강원특별자치도,춘천시,한식,닭갈비,비와별닭갈비본점,"강원특별자치도 춘천시 스무숲길 5 (석사동, 1,2층)",2009-06-01
43,강원특별자치도,춘천시,한식,막국수,샘밭막국수,강원특별자치도 춘천시 신북읍 신샘밭로 644,2009-06-01
44,강원특별자치도,춘천시,한식,숯불닭갈비,샘토숯불닭갈비남춘천역점,강원특별자치도 춘천시 우묵길52번길 10 (퇴계동),2016-11-28
45,강원특별자치도,춘천시,한식,"월남쌈,소고기샤브",샤브향,강원특별자치도 춘천시 동내면 외솔길19번길 64-8,2012-11-29
46,강원특별자치도,춘천시,한식,샤브샤브,샤브향(퇴계점),"강원특별자치도 춘천시 우묵들길 35-6, 1층 (퇴계동)",2018-11-28
47,강원특별자치도,춘천시,한식,닭갈비,성우닭갈비,강원특별자치도 춘천시 동내면 춘천순환로 110,2012-11-29
48,강원특별자치도,춘천시,한식,돼지갈비,소담송하앤드더나인피크,"강원특별자치도 춘천시 동면 춘천순환로 868, 1~2층",2017-12-06
49,강원특별자치도,춘천시,한식,송어.산천어,소양강양어장,강원특별자치도 춘천시 동면 소양강로 675 (외1필지),2007-06-01
50,강원특별자치도,춘천시,한식,사골순대국밥,순대박사,강원특별자치도 춘천시 영서로 2502 (근화동),2021-10-18
51,강원특별자치도,춘천시,한식,막국수,시골막국수,강원특별자치도 춘천시 신북읍 율문길 100,2007-06-01
52,강원특별자치도,춘천시,한식,"막국수, 수육",연산골막국수,강원특별자치도 춘천시 동면 연산골길 105-12,2022-10-26
53,강원특별자치도,춘천시,한식,장어,영산강,강원특별자치도 춘천시 동내면 거두길 18,2013-12-03
54,강원특별자치도,춘천시,한식,한정식,옛날옛집,강원특별자치도 춘천시 동면 만천로 102,2007-06-01
55,강원특별자치도,춘천시,한식,"닭갈비,막국수",오부자닭갈비막국수,강원특별자치도 춘천시 안마산로 22 (온의동),2011-12-01
56,강원특별자치도,춘천시,한식,"막국수,보쌈",오수물막국수,강원특별자치도 춘천시 신북읍 맥국2길 15,2014-12-09
57,강원특별자치도,춘천시,한식,"숯불양념삽겹살,숯불닭갈비",우물집,강원특별자치도 춘천시 남산면 강촌로 86 (2층),2012-11-29
58,강원특별자치도,춘천시,한식,닭갈비,우성닭갈비본점,강원특별자치도 춘천시 동면 만천양지길 87,2019-10-31
59,강원특별자치도,춘천시,한식,갈비탕,원조갈비탕,"강원특별자치도 춘천시 시청길 32, 1층 110호 (조양동)",2019-10-31
60,강원특별자치도,춘천시,한식,추어탕,원주토정추어탕,강원특별자치도 춘천시 신동면 김유정로 1746,2022-10-26
61,강원특별자치도,춘천시,한식,닭갈비,유미닭갈비,강원특별자치도 춘천시 금강로62번길 12 (조양동),2019-10-31
62,강원특별자치도,춘천시,한식,막국수,유포리막국수,강원특별자치도 춘천시 신북읍 맥국2길 123 (외2필지),2007-06-01
63,강원특별자치도,춘천시,한식,냉면,육쌈냉면(춘천명동점),강원특별자치도 춘천시 명동길 9 (조양동),2012-11-29
64,강원특별자치도,춘천시,한식,닭갈비,일점오닭갈비,강원특별자치도 춘천시 후만로 77 (후평동),2007-06-01
65,강원특별자치도,춘천시,한식,"고기말이,등심",임가네,"강원특별자치도 춘천시 새롬공원길 25, 1층 (석사동)",2021-10-18
66,강원특별자치도,춘천시,한식,닭갈비,장호더그릴,"강원특별자치도 춘천시 신북읍 신샘밭로 682, 1~2층",2018-11-28
67,강원특별자치도,춘천시,한식,"오리백숙,닭백숙",정자나루,강원특별자치도 춘천시 남산면 한치로 120,2011-12-01
68,강원특별자치도,춘천시,한식,"동치미막국수, 편육",정족리동치미막국수,"강원특별자치도 춘천시 신동면 김유정로 1772, 1층",2022-10-26
69,강원특별자치도,춘천시,한식,닭갈비,조약돌숯불닭갈비,"강원특별자치도 춘천시 낙원길 43 (낙원동, 1층)",2014-12-09
70,강원특별자치도,춘천시,한식,닭갈비,춘천명종닭갈비,"강원특별자치도 춘천시 동면 도일길 56, 1,2층",2020-11-02
71,강원특별자치도,춘천시,한식,"닭갈비,막국수",춘천사랑닭갈비,강원특별자치도 춘천시 낙원길 47-1 (낙원동),2014-12-09
72,강원특별자치도,춘천시,한식,닭갈비,춘천산닭 산속에닭갈비,"강원특별자치도 춘천시 옛경춘로 562-20, 가,나동 1층 (온의동)",2020-11-02
73,강원특별자치도,춘천시,한식,숯불닭갈비,춘천원조숯불닭갈비,강원특별자치도 춘천시 효자로 9 (퇴계동),2015-11-23
74,강원특별자치도,춘천시,한식,이동갈비,춘천이동갈비,"강원특별자치도 춘천시 춘주로201번길 4, 1층 (퇴계동)",2018-11-28
75,강원특별자치도,춘천시,한식,닭갈비,춘천제일닭갈비,"강원특별자치도 춘천시 새롬공원길 22-1, 1층 (석사동)",2020-11-02
76,강원특별자치도,춘천시,한식,두부전골,콩사랑마을,"강원특별자치도 춘천시 우묵들길 35-14, 1,2층 (퇴계동)",2016-11-28
77,강원특별자치도,춘천시,한식,"등심, 육회",큰집한우,"강원특별자치도 춘천시 서부대성로 135, 2층 (운교동)",2016-11-28
78,강원특별자치도,춘천시,한식,돼지갈비,토담화로구이,"강원특별자치도 춘천시 남춘로36번길 65 (퇴계동, 1층)",2007-06-01
79,강원특별자치도,춘천시,한식,닭갈비,통나무집닭갈비,강원특별자치도 춘천시 신북읍 신샘밭로 763,2007-06-01
80,강원특별자치도,춘천시,한식,"삼겹살,항정살",하남돼지집,"강원특별자치도 춘천시 보안길 73, 1층 (후평동)",2015-11-23
81,강원특별자치도,춘천시,한식,한정식,하주골,강원특별자치도 춘천시 동면 만천로 163,2007-06-01
82,강원특별자치도,춘천시,한식,"막국수,닭갈비",학곡리막국수닭갈비,"강원특별자치도 춘천시 공지로 29, 1층 (석사동)",2015-11-23
83,강원특별자치도,춘천시,한식,"육개장, 시래기명태조림",한양시래기명태조림춘천점,"강원특별자치도 춘천시 영서로 2195 (퇴계동, (굿모닝마트2층))",2013-12-03
84,강원특별자치도,춘천시,한식,"갈비살,살치살",한우가,"강원특별자치도 춘천시 스무숲3길 18, 1.2동 1층 (석사동)",2014-12-09
85,강원특별자치도,춘천시,한식,닭갈비,항아리닭갈비막국수,강원특별자치도 춘천시 신북읍 신샘밭로 487,2007-06-01
86,강원특별자치도,춘천시,한식,생삼겹살,해미담,강원특별자치도 춘천시 효자로24번길 12 (퇴계동),2007-06-01
87,강원특별자치도,춘천시,한식,"모듬육회, 육회비빔밥",형제육회,"강원특별자치도 춘천시 스무숲길 34, 1층 (석사동)",2019-10-31
88,강원특별자치도,춘천시,한식,소갈비살,호반한우구운교점,"강원특별자치도 춘천시 우묵길56번길 8, 1층 (퇴계동)",2016-11-28
89,강원특별자치도,춘천시,한식,"등심,소갈비살",황가네,"강원특별자치도 춘천시 충혼길5번길 9-1 (퇴계동, 1층)",2011-12-01
90,강원특별자치도,춘천시,한식,한정식,황토집,"강원특별자치도 춘천시 벌말길 54-1, 1층 (석사동)",2012-11-29
91,강원특별자치도,춘천시,한식,민물회,"회,장,메",강원특별자치도 춘천시 화목원길 21 (사농동),2007-06-01
92,강원특별자치도,춘천시,한식,황태구이,효자황태구이,"강원특별자치도 춘천시 남춘로51번길 15-1 (효자동, 1~2층)",2011-12-01
93,강원특별자치도,춘천시,중식,"짬뽕,탕수육",이비가짬뽕춘천점,"강원특별자치도 춘천시 영서로 2652, 2층 (근화동)",2015-11-23
94,강원특별자치도,춘천시,중식,"탕수육, 자장면",중화루,"강원특별자치도 춘천시 둥지길 5-17, 2,3층 (효자동)",2016-11-28
95,강원특별자치도,춘천시,중국식,"자장면,탕수육",쟈스민,"강원특별자치도 춘천시 우묵길74번길 14, 1,2,3층 (퇴계동)",2007-06-01
96,강원특별자치도,춘천시,일식,회코스,누보,"강원특별자치도 춘천시 퇴계로 13, 3층 (퇴계동)",2016-11-28
97,강원특별자치도,춘천시,일식,회정식,동경,"강원특별자치도 춘천시 공지로 149, 3층 (석사동, 동진빌딩)",2016-11-28
98,강원특별자치도,춘천시,일식,"모듬회, 광어회",마을회관,"강원특별자치도 춘천시 후석로344번길 3, 1층 (후평동)",2022-10-26
99,강원특별자치도,춘천시,일식,"정식,생선회",만강,강원특별자치도 춘천시 동내면 외솔길19번길 61,2011-12-01
100,강원특별자치도,춘천시,일식,일식,청키스시,"강원특별자치도 춘천시 보안길 19, 1층 (후평동)",2021-10-18
101,강원특별자치도,춘천시,일식,"정식,생선회,초밥",해미연풍우가,"강원특별자치도 춘천시 퇴계농공로 14 (석사동, 2층)",2011-12-01
102,강원특별자치도,춘천시,"양식,한식","돈까스,뼈다귀해장국",돈까스와 뼈다귀,강원특별자치도 춘천시 충열로 282 (우두동),2012-11-29
103,강원특별자치도,춘천시,양식,경양식전문점,델모니코스,"강원특별자치도 춘천시 동면 순환대로 1154-106, 1~2층",2012-11-29
104,강원특별자치도,춘천시,양식,돈가스,돈까스클럽춘천점,강원특별자치도 춘천시 춘천로 429 (후평동),2012-11-29
105,강원특별자치도,춘천시,양식,퓨전 레스토랑,아보카도,"강원특별자치도 춘천시 약사고개길50번길 25, 2층 (약사동)",2023-10-30
106,강원특별자치도,춘천시,양식,양식,함지,강원특별자치도 춘천시 중앙로 101 (중앙로3가),2007-06-01
107,강원특별자치도,춘천시,뷔페식,뷔페,호반,"강원특별자치도 춘천시 스포츠타운길 376, 1층 (삼천동)",2007-06-01
108,강원특별자치도,원주시,경양식,스테이크,(유)아웃백스테이크하우스코리아(원주점),"강원특별자치도 원주시 시청로 27, 지상2층 (무실동)",2007-12-05
109,강원특별자치도,원주시,한식,한식,(주)위더스파크밸리레스토랑,"강원특별자치도 원주시 소초면 바우실길 281, 2층",2007-07-10
110,강원특별자치도,원주시,한식,보쌈,(주)항아리보쌈돌돌이김치본점,"강원특별자치도 원주시 서원대로 121-7 (단계동,(1층))",2015-05-22
111,강원특별자치도,원주시,한식,장어,가람숯불장어,강원특별자치도 원주시 판부면 서곡널다리길 20 (외1필지),2010-06-24
112,강원특별자치도,원주시,한식,막국수,간현막국수,"강원특별자치도 원주시 지정면 간현로 174, 1,2층",2021-06-10
113,강원특별자치도,원주시,경양식,"돈까스,소바",개코네돈까스,"강원특별자치도 원주시 남원로469번길 7-9, 1층 (명륜동)",2021-06-10
114,강원특별자치도,원주시,한식,갈비살,거복,강원특별자치도 원주시 천매봉길 145 (단구동),2007-12-05
115,강원특별자치도,원주시,한식,생선회,거진항코다리,"강원특별자치도 원주시 천사로 23-13, 1층 (단계동)",2014-05-21
116,강원특별자치도,원주시,식육(숯불구이),삼겹살,고기로1-1,"강원특별자치도 원주시 버들만이길 1-1, 1층 일부호 (반곡동)",2021-06-10
117,강원특별자치도,원주시,한식,한식,고려원사랑채,"강원특별자치도 원주시 행가리1길 14, 지상1층 (무실동, 외3필지 1 )",2017-06-01
118,강원특별자치도,원주시,한식,갈비,고미담,"강원특별자치도 원주시 황금로 5 (반곡동, B103호,B104호,B105호)",2020-06-02
119,강원특별자치도,원주시,한식,한우구이,고향한우촌,"강원특별자치도 원주시 흥업면 북원로 1819, 1층",2007-07-10
120,강원특별자치도,원주시,한식,"능이삼계탕, 능이백숙",곰의집,"강원특별자치도 원주시 원문로 350, 1층 (단계동)",2023-06-16
121,강원특별자치도,원주시,한식,불고기,광릉불고기,강원특별자치도 원주시 북원로 2577 (우산동),2010-12-07
122,강원특별자치도,원주시,한식,"닭,오리백숙",궁중누룽지백숙,강원특별자치도 원주시 판부면 치악로 966,2014-11-03
123,강원특별자치도,원주시,한식,양푼소갈비찜,금성식당(본점),"강원특별자치도 원주시 중앙로 28 (인동,(1층))",2012-11-27
124,강원특별자치도,원주시,한식,추어탕,김가네원주추어탕,"강원특별자치도 원주시 단관공원길 90-3 (단구동, 1층)",2010-06-24
125,강원특별자치도,원주시,한식,김치찌개,김치뚝딱,강원특별자치도 원주시 섬밭들1길 26 (무실동),2008-06-23
126,강원특별자치도,원주시,한식,낙지볶음,누나네낙지,"강원특별자치도 원주시 봄마중길 35 (반곡동, 1층)",2017-06-01
127,강원특별자치도,원주시,한식,"갈비,등심",늘봄공원,강원특별자치도 원주시 고문골길 105 (행구동),2000-06-15
128,강원특별자치도,원주시,한식,감자탕,대관령감자탕,강원특별자치도 원주시 문막읍 왕건로 37-6,2007-12-05
129,강원특별자치도,원주시,중국식,중화요리,대보짬뽕공화국,강원특별자치도 원주시 상지대길 36 (우산동),2022-06-24
130,강원특별자치도,원주시,한식,닭갈비,대영닭갈비,강원특별자치도 원주시 섬밭들1길 18-2 (무실동),2020-06-02
131,강원특별자치도,원주시,뷔페식,뷔페,더클래식앤,"강원특별자치도 원주시 서원대로 121-1, 7층 (단계동)",2019-11-01
132,강원특별자치도,원주시,한식,뼈해장국,도도레시피뼈해장국원주무실점,"강원특별자치도 원주시 만대공원길 16, 1층 (무실동)",2023-06-16
133,강원특별자치도,원주시,한식,순대국밥,돈덕한흥업순대,강원특별자치도 원주시 송림길 25 (개운동),2007-12-05
134,강원특별자치도,원주시,횟집,참치,동신참치원주점,"강원특별자치도 원주시 장미공원길 16 (단계동,,1층)",2012-07-24
135,강원특별자치도,원주시,한식,"막국수, 편육",동해막국수,강원특별자치도 원주시 원문로 37 (학성동),2009-06-03
136,강원특별자치도,원주시,한식,분식뷔페,두끼떡볶이(원주무실점),"강원특별자치도 원주시 능라동길 30, 지상2층 206호 (무실동)",2018-05-15
137,강원특별자치도,원주시,한식,"쌈밥,한우",들꽃가든,"강원특별자치도 원주시 지정면 월송석화로 488, 제2동, 제3동 지상1층",2020-06-02
138,강원특별자치도,원주시,경양식,"파스타,스테이크",라라코스트원주기업도시점,"강원특별자치도 원주시 지정면 무릉로 35-1, 2층 205,206,207호",2021-06-10
139,강원특별자치도,원주시,한식,칼국수,만나칼국수,강원특별자치도 원주시 모래내길 47-1 (단계동),2009-06-03
140,강원특별자치도,원주시,한식,감자탕,머구소감자탕갈비탕,"강원특별자치도 원주시 동부순환로 297 (행구동,(1~2층))",2012-07-24
141,강원특별자치도,원주시,한식,감자탕,먹거리감자탕,강원특별자치도 원주시 단관길 67-5 (단구동),2009-06-03
142,강원특별자치도,원주시,식육(숯불구이),철판쭈꾸미,먹빵쭈꾸미,"강원특별자치도 원주시 지정면 신지정로 205, 1층",2021-06-10
143,강원특별자치도,원주시,한식,막국수,메밀꽃막국수,강원특별자치도 원주시 문막읍 건등로 22,2013-10-31
144,강원특별자치도,원주시,한식,순대국밥,명가토종순대국,"강원특별자치도 원주시 건강로 31, 5층 503호 (반곡동)",2023-06-16
145,강원특별자치도,원주시,한식,돼지갈비,명동숯불갈비,강원특별자치도 원주시 남원로 492-2 (단구동),2016-06-02
146,강원특별자치도,원주시,한식,한정식,무궁화집,강원특별자치도 원주시 중평길 59 (평원동),1999-08-03
147,강원특별자치도,원주시,기타,"피자, 파스타",무튼원주본점,"강원특별자치도 원주시 지정면 월송석화로 428-10, 1층",2023-06-16
148,강원특별자치도,원주시,한식,국밥,문막(하)휴게소한식미담,강원특별자치도 원주시 문막읍 원문로 1234 (문막(하)휴게소가동),2007-12-05
149,강원특별자치도,원주시,분식,"고기, 갈비탕",문막골,"강원특별자치도 원주시 문막읍 왕건로 22, 1층",2013-05-01
150,강원특별자치도,원주시,식육(숯불구이),"소갈비, 돼지갈비, 두부요리",문막일송정,"강원특별자치도 원주시 문막읍 원문로 1734-20, 1층",2020-06-02
151,강원특별자치도,원주시,일식,"참치,초밥",미가스시,"강원특별자치도 원주시 장미공원길 65, 1층 (단계동)",2014-11-03
152,강원특별자치도,원주시,한식,곰탕,미소곰탕,"강원특별자치도 원주시 나비허리길 120-15, 1층 (관설동)",2021-06-10
153,강원특별자치도,원주시,한식,참치회,미소참치회,"강원특별자치도 원주시 천사로 16-3, 1층 (단계동)",2019-06-18
154,강원특별자치도,원주시,한식,한정식,미향,강원특별자치도 원주시 장미공원길 16 (단계동),2011-12-05
155,강원특별자치도,원주시,한식,"곤드레밥, 찜닭",민생회관,"강원특별자치도 원주시 중앙로 46, 1층 (중앙동)",2022-11-24
156,강원특별자치도,원주시,횟집,생선회,바다회명가해원,"강원특별자치도 원주시 양지로 64, 3,4층 (반곡동)",2021-06-10
157,강원특별자치도,원주시,한식,코다리조림,바른코다리원주본점,"강원특별자치도 원주시 서원대로86번길 33-2, 1층 (단계동)",2022-11-24
158,강원특별자치도,원주시,한식,삼계탕,밤골식당,"강원특별자치도 원주시 흥업면 북원로 1608, 지상1,2층",2006-10-27
159,강원특별자치도,원주시,한식,"한우,돼지갈비,냉면",백산숯불갈비,"강원특별자치도 원주시 토지길 55 (단구동, 1650-7,1650-8)",2008-06-23
160,강원특별자치도,원주시,호프/통닭,소고기,백정투플러스,"강원특별자치도 원주시 남원로 530, 2층 (단구동)",2019-06-18
161,강원특별자치도,원주시,한식,황태.더덕구이정식,본가장수촌,강원특별자치도 원주시 운곡로 154 (행구동),2016-06-02
162,강원특별자치도,원주시,한식,"감자탕, 뼈찜",본장금이감자탕,"강원특별자치도 원주시 봄마중길 19, 1층 (반곡동)",2022-11-24
163,강원특별자치도,원주시,중국식,자장면,봉선루,"강원특별자치도 원주시 행구로 259, 1층 (행구동)",2010-06-24
164,강원특별자치도,원주시,한식,설렁탕,봉화산설렁탕전문점,강원특별자치도 원주시 장미공원길 71-2 (단계동),2008-06-23
165,강원특별자치도,원주시,한식,"오리로스, 오리진흙구이",봉화산유황오리숯불구이,강원특별자치도 원주시 서원대로 86 (단계동),2023-06-16
166,강원특별자치도,원주시,한식,부대찌개,부대찌개마을,강원특별자치도 원주시 라옹정길 62-9 (관설동),2019-06-18
167,강원특별자치도,원주시,한식,생선구이,부산자갈치 생선구이,"강원특별자치도 원주시 판부면 매봉길 42-12, 1층",2019-11-01
168,강원특별자치도,원주시,일식,모듬회,부산횟집,강원특별자치도 원주시 만대공원길 56 (무실동),2011-12-05
169,강원특별자치도,원주시,한식,뼈짬뽕,뼈대있는짬뽕,"강원특별자치도 원주시 삼광1길 10, 1층 (봉산동)",2023-06-16
170,강원특별자치도,원주시,한식,막국수,산야초밥상,강원특별자치도 원주시 소초면 치악로 2367-2,2010-06-24
171,강원특별자치도,원주시,한식,"막국수,수육",삼교리동치미막국수,강원특별자치도 원주시 북원로 1843 (무실동),2010-12-07
172,강원특별자치도,원주시,한식,보쌈,상훈집,강원특별자치도 원주시 무실로12번길 13 (일산동),2009-06-03
173,강원특별자치도,원주시,한식,"샤브샤브, 칼국수",샤브향,"강원특별자치도 원주시 만대로 16 (무실동,외3필지(423-10,423-12,436-5))",2013-10-31
174,강원특별자치도,원주시,한식,염소요리,서강염소탕한우갈비살,강원특별자치도 원주시 남원로469번길 11 (명륜동),2001-12-24
175,강원특별자치도,원주시,중국식,짬뽕,서곡짬뽕,"강원특별자치도 원주시 판부면 백운정길 1, 지상1층",2019-11-01
176,강원특별자치도,원주시,한식,부대찌개,서우부대찌개,강원특별자치도 원주시 섭재삼보길 248 (반곡동),2017-06-01
177,강원특별자치도,원주시,한식,"두부찌개, 두부전골",선비촌손두부3호점,"강원특별자치도 원주시 문막읍 원문로 2000, 1동 101호",2022-11-24
178,강원특별자치도,원주시,한식,삼계탕,선화전복삼계탕선화닭갈비,"강원특별자치도 원주시 만대공원길 7 (무실동,(1층))",2020-06-02
179,강원특별자치도,원주시,한식,돼지갈비,설악숯불갈비분점,"강원특별자치도 원주시 천매봉길 77 (단구동, 1층)",2017-06-01
180,강원특별자치도,원주시,한식,냉면,설원칡냉면(단관점),강원특별자치도 원주시 나비허리길 120-17 (관설동),2019-06-18
181,강원특별자치도,원주시,식육(숯불구이),"한우, 한정식",섬강한우촌,강원특별자치도 원주시 지정면 구재로 16,2013-05-01
182,강원특별자치도,원주시,한식,낚지볶음,세자매낙지,"강원특별자치도 원주시 중앙로 65, 지상1층 (중앙동)",2023-10-19
183,강원특별자치도,원주시,한식,영양돌솥밥,소담(본점),강원특별자치도 원주시 소초면 하황골길 45-17 (외12필지(원주관광농원1)),2016-06-02
184,강원특별자치도,원주시,한식,"월남쌈,샤브샤브",소담촌,"강원특별자치도 원주시 능라동길 47, 3층 304,305,306호 (무실동)",2021-06-10
185,강원특별자치도,원주시,한식,불고기뚝배기,소반,강원특별자치도 원주시 문막읍 귀문로 1360 (외1필지),2021-06-10
186,강원특별자치도,원주시,한식,"한우, 돼지갈비",소오,"강원특별자치도 원주시 삼광2길 19, 1층 (봉산동)",2020-06-02
